2021-01-09 15:24:03.627424,1
2021-01-09 15:24:05.587405,9384693000006
2021-01-09 15:24:06.628260,1
2021-01-09 15:24:09.036083,1
2021-01-09 15:24:12.334752,0
2021-01-09 15:24:13.048589,0
2021-01-09 15:24:13.707322,0
2021-01-09 15:24:14.389292,1
2021-01-09 15:24:18.262413,0
2021-01-09 15:24:18.959362,1
2021-01-09 15:24:24.458172,1
2021-01-09 15:24:26.881721,0
2021-01-09 15:24:27.574388,1
2021-01-09 15:24:34.681269,0
2021-01-09 15:24:35.340715,0
2021-01-09 15:24:36.052923,0
2021-01-09 15:24:36.737803,0
2021-01-09 15:24:37.392401,0
2021-01-09 15:24:38.103264,0
2021-01-09 15:24:38.791394,0
2021-01-09 15:24:39.480810,0
2021-01-09 15:24:40.189007,1
2021-01-09 15:24:43.315665,1
2021-01-09 15:24:45.688604,0
2021-01-09 15:24:46.391772,0
2021-01-09 15:24:47.049840,0
2021-01-09 15:24:47.745537,0
2021-01-09 15:24:48.451027,1
2021-01-09 15:24:51.471684,0
2021-01-09 15:24:52.147774,0
2021-01-09 15:24:52.847424,0
2021-01-09 15:24:53.551444,0
2021-01-09 15:24:54.416916,1
2021-01-09 15:25:19.949075,0
2021-01-09 15:25:19.949495,9384693000006
2021-01-09 15:25:20.669248,1
2021-01-09 15:25:51.238251,1
2021-01-09 15:26:29.462421,0
2021-01-09 15:26:29.463137,9384693000006
2021-01-09 15:26:30.315219,1
2021-01-09 15:26:56.709708,0
2021-01-09 15:26:56.710154,9384693000006
2021-01-09 15:26:57.373212,0
2021-01-09 15:26:58.086626,0
2021-01-09 15:26:58.801809,0
2021-01-09 15:26:59.464524,0
2021-01-09 15:27:00.208931,0
2021-01-09 15:27:00.915196,0
2021-01-09 15:27:01.580601,0
2021-01-09 15:27:02.295312,0
2021-01-09 15:27:03.011270,0
2021-01-09 15:27:03.890991,0
2021-01-09 15:27:04.571135,0
2021-01-09 15:27:05.267773,0
2021-01-09 15:27:05.987329,0
2021-01-09 15:27:06.865650,0
2021-01-09 15:27:07.570115,0
2021-01-09 15:27:08.443017,0
2021-01-09 15:27:09.100301,0
2021-01-09 15:27:09.781384,0
2021-01-09 15:27:10.494514,0
2021-01-09 15:27:11.150558,0
2021-01-09 15:27:11.833203,0
2021-01-09 15:27:12.543075,0
2021-01-09 15:27:13.199269,0
2021-01-09 15:27:13.884886,0
2021-01-09 15:27:14.601159,0
2021-01-09 15:27:15.476128,0
2021-01-09 15:27:16.159155,0
2021-01-09 15:27:16.845483,0
2021-01-09 15:27:17.557044,0
2021-01-09 15:27:18.215498,0
2021-01-09 15:27:18.899448,0
2021-01-09 15:27:19.614077,0
2021-01-09 15:27:20.273146,0
2021-01-09 15:27:20.955983,0
2021-01-09 15:27:21.837275,0
2021-01-09 15:27:22.552656,0
2021-01-09 15:27:23.421743,0
2021-01-09 15:27:24.460945,0
2021-01-09 15:27:25.195463,0
2021-01-09 15:27:25.869722,0
2021-01-09 15:27:26.560109,0
2021-01-09 15:27:27.274186,0
2021-01-09 15:27:27.933154,0
2021-01-09 15:27:28.618755,0
2021-01-09 15:27:29.329559,0
2021-01-09 15:27:29.988889,0
2021-01-09 15:27:30.672951,0
2021-01-09 15:27:31.386993,0
2021-01-09 15:27:32.046011,0
2021-01-09 15:27:32.884822,0
2021-01-09 15:27:33.917132,0
2021-01-09 15:27:34.574901,0
2021-01-09 15:27:35.278629,0
2021-01-09 15:27:35.988395,0
2021-01-09 15:27:36.655138,0
2021-01-09 15:27:37.341289,0
2021-01-09 15:27:39.969086,0
2021-01-09 15:27:40.631467,0
2021-01-09 15:27:43.359720,0
2021-01-09 15:27:44.231109,0
2021-01-09 15:27:44.896461,0
2021-01-09 15:27:45.594305,0
2021-01-09 15:27:46.312836,0
2021-01-09 15:27:46.977212,0
2021-01-09 15:27:47.665249,0
2021-01-09 15:27:48.383669,0
