2021-04-12 10:34:06.277035, 25.12,1014.34, 28.89,2060
2021-04-12 10:34:12.525508, 25.09,1014.23, 28.58,2130
2021-04-12 10:34:21.492385, 25.08,1014.30, 28.74,2130
2021-04-12 10:34:27.111226, 25.11,1014.37, 28.62,2130
2021-04-12 10:34:32.698891, 25.15,1014.30, 28.67,1100
2021-04-12 10:34:36.750900, 25.17,1014.34, 28.67,2130
2021-04-12 10:34:42.340092, 25.22,1014.27, 28.66,2130
2021-04-12 10:34:49.678455, 25.28,1014.26, 28.80,2140
2021-04-12 10:34:55.279506, 25.32,1014.29, 28.52,2140
2021-04-12 10:35:00.275951, 25.32,1014.34, 28.39,2140
2021-04-12 10:35:04.707639, 25.30,1014.22, 28.56,2140
2021-04-12 10:35:09.189997, 25.32,1014.36, 28.65,2140
2021-04-12 10:35:14.380801, 25.33,1014.22, 28.39,2140
2021-04-12 10:35:19.034330, 25.26,1014.31, 28.29,2150
2021-04-12 10:35:24.574374, 25.11,1014.29, 28.45,2150
2021-04-12 10:35:28.764672, 25.08,1014.34, 28.65,2130
2021-04-12 10:35:33.274448, 25.06,1014.32, 28.68,2130
2021-04-12 10:35:38.761014, 25.09,1014.31, 28.65,2110
2021-04-12 10:35:43.296871, 25.08,1014.22, 28.70,2150
2021-04-12 10:35:48.946182, 25.13,1014.27, 28.59,2150
2021-04-12 10:35:53.897056, 25.11,1014.32, 28.60,2020
2021-04-12 10:35:58.025084, 25.07,1014.23, 28.75,370
2021-04-12 10:36:02.537572, 25.12,1014.33, 28.57,2160
2021-04-12 10:36:08.265239, 25.17,1014.28, 28.67,2160
2021-04-12 10:36:13.657453, 25.22,1014.25, 28.59,2160
2021-04-12 10:36:18.152748, 25.27,1014.34, 28.40,2130
2021-04-12 10:36:23.192009, 25.29,1014.28, 28.53,2130
2021-04-12 10:36:27.410399, 25.27,1014.28, 28.39,2150
2021-04-12 10:36:32.486070, 25.30,1014.32, 28.43,2080
2021-04-12 10:36:37.941258, 25.27,1014.27, 28.30,2160
2021-04-12 10:36:43.119142, 25.30,1014.27, 28.54,2150
2021-04-12 10:36:48.135920, 25.29,1014.26, 28.48,2160
2021-04-12 10:36:53.619753, 25.26,1014.20, 28.41,2150
2021-04-12 10:36:57.554028, 25.28,1014.35, 28.62,2140
2021-04-12 10:37:02.239931, 25.27,1014.25, 28.50,2140
2021-04-12 10:37:07.574547, 25.31,1014.29, 28.44,2140
2021-04-12 10:37:12.365043, 25.23,1014.21, 29.51,2140
2021-04-12 10:37:17.451646, 25.20,1014.22, 28.93,2100
2021-04-12 10:37:22.525161, 25.17,1014.26, 28.67,2120
2021-04-12 10:37:27.661988, 25.16,1014.24, 28.67,2110
2021-04-12 10:37:31.672425, 25.21,1014.28, 28.66,2140
2021-04-12 10:37:36.202767, 25.22,1014.22, 28.65,2140
2021-04-12 10:37:40.187201, 25.23,1014.32, 28.64,2140
2021-04-12 10:37:44.165068, 25.21,1014.23, 28.67,2140
2021-04-12 10:37:48.178179, 25.23,1014.21, 28.59,2140
2021-04-12 10:37:52.106342, 25.13,1014.25, 28.50,2140
2021-04-12 10:37:57.998471, 25.16,1014.30, 28.67,2130
2021-04-12 10:38:02.281465, 25.17,1014.34, 28.71,2130
2021-04-12 10:38:08.024002, 25.24,1014.28, 28.74,2140
2021-04-12 10:38:12.504815, 25.23,1014.34, 28.65,2130
2021-04-12 10:38:17.432927, 25.27,1014.33, 28.61,2130
2021-04-12 10:38:21.469735, 25.32,1014.30, 28.55,2130
2021-04-12 10:38:26.109103, 25.14,1014.29, 28.47,2130
2021-04-12 10:38:30.507645, 25.14,1014.29, 28.50,2130
2021-04-12 10:38:35.563759, 25.20,1014.32, 28.65,2130
2021-04-12 10:38:40.540599, 25.23,1014.32, 28.69,2130
2021-04-12 10:38:46.649718, 25.26,1014.31, 28.68,2130
2021-04-12 10:38:50.884877, 25.27,1014.33, 28.62,2120
2021-04-12 10:38:56.120830, 25.14,1014.29, 28.57,2120
2021-04-12 10:39:01.436305, 25.13,1014.27, 28.65,2120
2021-04-12 10:39:05.606051, 25.15,1014.27, 28.75,2120
2021-04-12 10:39:09.638460, 25.10,1014.22, 28.74,2120
2021-04-12 10:39:13.972317, 25.10,1014.27, 28.84,2120
2021-04-12 10:39:18.000451, 25.17,1014.26, 28.92,2120
2021-04-12 10:39:22.841856, 25.23,1014.24, 28.70,2110
2021-04-12 10:39:27.777223, 25.08,1014.29, 28.65,2120
2021-04-12 10:39:31.840335, 25.14,1014.26, 28.68,2120
2021-04-12 10:39:35.938585, 25.19,1014.23, 28.79,2120
2021-04-12 10:39:40.859753, 25.20,1014.27, 28.66,2120
2021-04-12 10:39:46.040976, 25.23,1014.23, 28.61,2120
2021-04-12 10:39:50.870439, 25.20,1014.27, 28.58,2120
2021-04-12 10:39:55.066139, 25.24,1014.18, 28.70,2110
2021-04-12 10:40:00.124241, 25.19,1014.28, 28.61,2120
2021-04-12 10:40:04.913630, 25.22,1014.22, 28.72,2120
2021-04-12 10:40:08.949542, 25.21,1014.26, 28.69,2110
2021-04-12 10:40:14.290805, 25.22,1014.19, 28.67,2120
2021-04-12 10:40:19.308045, 25.29,1014.31, 28.81,2120
2021-04-12 10:40:24.461311, 25.34,1014.28, 28.58,2120
2021-04-12 10:40:29.489349, 25.38,1014.24, 28.62,2130
2021-04-12 10:40:34.461813, 25.38,1014.27, 28.48,2130
2021-04-12 10:40:39.703354, 25.41,1014.28, 28.67,2130
2021-04-12 10:40:45.177089, 25.50,1014.33, 28.52,2130
2021-04-12 10:40:49.934440, 25.51,1014.30, 28.42,2120
2021-04-12 10:40:54.913589, 25.60,1014.27, 28.32,2130
2021-04-12 10:41:00.099707, 25.60,1014.32, 28.31,2130
2021-04-12 10:41:04.223135, 25.58,1014.25, 28.23,2140
2021-04-12 10:41:08.218512, 25.64,1014.31, 28.34,2130
2021-04-12 10:41:12.889851, 25.68,1014.30, 28.21,2140
2021-04-12 10:41:17.995195, 25.66,1014.31, 28.18,2130
2021-04-12 10:41:23.329022, 25.60,1014.24, 28.13,2130
2021-04-12 10:41:29.164139, 25.69,1014.26, 28.25,2130
2021-04-12 10:41:38.235667, 25.75,1014.22, 28.13,2130
2021-04-12 10:41:43.978173, 25.81,1014.32, 28.21,2130
2021-04-12 10:41:48.883286, 25.78,1014.24, 28.02,2130
2021-04-12 10:41:54.207832, 25.78,1014.30, 28.01,2130
2021-04-12 10:41:58.877075, 25.78,1014.30, 28.01,2130
2021-04-12 10:42:04.386660, 25.69,1014.29, 27.99,290
2021-04-12 10:42:08.942516, 25.63,1014.32, 28.05,2110
2021-04-12 10:42:13.160107, 25.62,1014.30, 28.02,2130
2021-04-12 10:42:18.296495, 25.60,1014.27, 28.08,2130
2021-04-12 10:42:23.180809, 25.57,1014.23, 28.29,2140
2021-04-12 10:42:27.049436, 25.61,1014.28, 28.30,2130
2021-04-12 10:42:34.487935, 25.67,1014.30, 28.15,2130
